stream_row_id,mission_id,timestamp_s,degradation,fault_type
429,1,429,0.0,normal
430,1,430,0.0,normal
431,1,431,0.0,normal
432,1,432,0.0,normal
433,1,433,0.0,normal
434,1,434,0.0,normal
435,1,435,0.0,normal
436,1,436,0.0,normal
437,1,437,0.0,normal
438,1,438,0.0,normal
439,1,439,0.0,normal
440,1,440,0.0,normal
441,1,441,0.0,normal
442,1,442,0.0,normal
443,1,443,0.0,normal
444,1,444,0.0,normal
445,1,445,0.0,normal
446,1,446,0.0,normal
447,1,447,0.0,normal
448,1,448,0.0,normal
449,1,449,0.0,normal
450,1,450,0.0,normal
451,1,451,0.0,normal
452,1,452,0.0,normal
453,1,453,0.0,normal
454,1,454,0.0,normal
455,1,455,0.0,normal
456,1,456,0.0,normal
457,1,457,0.0,normal
458,1,458,0.0,normal
459,1,459,0.0,normal
460,1,460,0.0,normal
461,1,461,0.0,normal
462,1,462,0.0,normal
463,1,463,0.0,normal
464,1,464,0.0,normal
465,1,465,0.0,normal
466,1,466,0.0,normal
467,1,467,0.0,normal
468,1,468,0.0,normal
469,1,469,0.0,normal
470,1,470,0.0,normal
471,1,471,0.0,normal
472,1,472,0.0,normal
473,1,473,0.0,normal
474,1,474,0.0,normal
475,1,475,0.0,normal
476,1,476,0.0,normal
477,1,477,0.0,normal
478,1,478,0.0,normal
479,1,479,0.0,normal
480,1,480,0.0,normal
481,1,481,0.0,normal
482,1,482,0.0,normal
483,1,483,0.0,normal
484,1,484,0.0,normal
485,1,485,0.0,normal
486,1,486,0.0,normal
487,1,487,0.0,normal
488,1,488,0.0,normal
489,1,489,0.0,normal
490,1,490,0.0,normal
491,1,491,0.0,normal
492,1,492,0.0,normal
493,1,493,0.0,normal
494,1,494,0.0,normal
495,1,495,0.0,normal
496,1,496,0.0,normal
497,1,497,0.0,normal
498,1,498,0.0,normal
499,1,499,0.0,normal
500,1,500,0.0,normal
501,1,501,0.0,normal
502,1,502,0.0,normal
503,1,503,0.0,normal
504,1,504,0.0,normal
505,1,505,0.0,normal
506,1,506,0.0,normal
507,1,507,0.0,normal
508,1,508,0.0,normal
509,1,509,0.0,normal
510,1,510,0.0,normal
511,1,511,0.0,normal
512,1,512,0.0,normal
513,1,513,0.0,normal
514,1,514,0.0,normal
515,1,515,0.0,normal
516,1,516,0.0,normal
517,1,517,0.0,normal
518,1,518,0.0,normal
519,1,519,0.0,normal
520,1,520,0.0,normal
521,1,521,0.0,normal
522,1,522,0.0,normal
523,1,523,0.0,normal
524,1,524,0.0,normal
525,1,525,0.0,normal
526,1,526,0.0,normal
527,1,527,0.0,normal
528,1,528,0.0,normal
529,1,529,0.0,normal
530,1,530,0.0,normal
531,1,531,0.0,normal
532,1,532,0.0,normal
533,1,533,0.0,normal
534,1,534,0.0,normal
535,1,535,0.0,normal
536,1,536,0.0,normal
537,1,537,0.0,normal
538,1,538,0.0,normal
539,1,539,0.0,normal
540,1,540,0.0,normal
541,1,541,0.0,normal
542,1,542,0.0,normal
543,1,543,0.0,normal
544,1,544,0.0,normal
545,1,545,0.0,normal
546,1,546,0.0,normal
547,1,547,0.0,normal
548,1,548,0.0,normal
549,1,549,0.0,normal
550,1,550,0.0,normal
551,1,551,0.0,normal
552,1,552,0.0,normal
553,1,553,0.0,normal
554,1,554,0.0,normal
555,1,555,0.0,normal
556,1,556,0.0,normal
557,1,557,0.0,normal
558,1,558,0.0,normal
559,1,559,0.0,normal
560,1,560,0.0,normal
561,1,561,0.0,normal
562,1,562,0.0,normal
563,1,563,0.0,normal
564,1,564,0.0,normal
565,1,565,0.0,normal
566,1,566,0.0,normal
567,1,567,0.0,normal
568,1,568,0.0,normal
569,1,569,0.0,normal
570,1,570,0.0,normal
571,1,571,0.0,normal
572,1,572,0.0,normal
573,1,573,0.0,normal
574,1,574,0.0,normal
575,1,575,0.0,normal
576,1,576,0.0,normal
577,1,577,0.0,normal
578,1,578,0.0,normal
579,1,579,0.0,normal
580,1,580,0.0,normal
581,1,581,0.0,normal
582,1,582,0.0,normal
583,1,583,0.0,normal
584,1,584,0.0,normal
585,1,585,0.0,normal
586,1,586,0.0,normal
587,1,587,0.0,normal
588,1,588,0.0,normal
589,1,589,0.0,normal
590,1,590,0.0,normal
591,1,591,0.0,normal
592,1,592,0.0,normal
593,1,593,0.0,normal
594,1,594,0.0,normal
595,1,595,0.0,normal
596,1,596,0.0,normal
597,1,597,0.0,normal
598,1,598,0.0,normal
599,1,599,0.0,normal
600,1,600,0.0,normal
601,1,601,0.0,normal
602,1,602,0.0,normal
603,1,603,0.0,normal
604,1,604,0.0,normal
605,1,605,0.0,normal
606,1,606,0.0,normal
607,1,607,0.0,normal
608,1,608,0.0,normal
609,1,609,0.0,normal
610,1,610,0.0,normal
611,1,611,0.0,normal
612,1,612,0.0,normal
613,1,613,0.0,normal
614,1,614,0.0,normal
615,1,615,0.0,normal
616,1,616,0.0,normal
617,1,617,0.0,normal
618,1,618,0.0,normal
619,1,619,0.0,normal
620,1,620,0.0,normal
621,1,621,0.0,normal
622,1,622,0.0,normal
623,1,623,0.0,normal
624,1,624,0.0,normal
625,1,625,0.0,normal
626,1,626,0.0,normal
627,1,627,0.0,normal
628,1,628,0.0,normal
629,1,629,0.0,normal
630,1,630,0.0,normal
631,1,631,0.0,normal
632,1,632,0.0,normal
633,1,633,0.0,normal
634,1,634,0.0,normal
635,1,635,0.0,normal
636,1,636,0.0,normal
637,1,637,0.0,normal
638,1,638,0.0,normal
639,1,639,0.0,normal
640,1,640,0.0,normal
641,1,641,0.0,normal
642,1,642,0.0,normal
643,1,643,0.0,normal
644,1,644,0.0,normal
645,1,645,0.0,normal
646,1,646,0.0,normal
647,1,647,0.0,normal
648,1,648,0.0,normal
649,1,649,0.0,normal
650,1,650,0.0,normal
651,1,651,0.0,normal
652,1,652,0.0,normal
653,1,653,0.0,normal
654,1,654,0.0,normal
655,1,655,0.0,normal
656,1,656,0.0,normal
657,1,657,0.0,normal
658,1,658,0.0,normal
659,1,659,0.0,normal
660,1,660,0.0,normal
661,1,661,0.0,normal
662,1,662,0.0,normal
663,1,663,0.0,normal
664,1,664,0.0,normal
665,1,665,0.0,normal
666,1,666,0.0,normal
667,1,667,0.0,normal
668,1,668,0.0,normal
669,1,669,0.0,normal
670,1,670,0.0,normal
671,1,671,0.0,normal
672,1,672,0.0,normal
673,1,673,0.0,normal
674,1,674,0.0,normal
675,1,675,0.0,normal
676,1,676,0.0,normal
677,1,677,0.0,normal
678,1,678,0.0,normal
679,1,679,0.0,normal
680,1,680,0.0,normal
681,1,681,0.0,normal
682,1,682,0.0,normal
683,1,683,0.0,normal
684,1,684,0.0,normal
685,1,685,0.0,normal
686,1,686,0.0,normal
687,1,687,0.0,normal
688,1,688,0.0,normal
689,1,689,0.0,normal
690,1,690,0.0,normal
691,1,691,0.0,normal
692,1,692,0.0,normal
693,1,693,0.0,normal
694,1,694,0.0,normal
695,1,695,0.0,normal
696,1,696,0.0,normal
697,1,697,0.0,normal
698,1,698,0.0,normal
699,1,699,0.0,normal
700,1,700,0.0,normal
701,1,701,0.0,normal
702,1,702,0.0,normal
703,1,703,0.0,normal
704,1,704,0.0,normal
705,1,705,0.0,normal
706,1,706,0.0,normal
707,1,707,0.0,normal
708,1,708,0.0,normal
709,1,709,0.0,normal
710,1,710,0.0,normal
711,1,711,0.0,normal
712,1,712,0.0,normal
713,1,713,0.0,normal
714,1,714,0.0,normal
715,1,715,0.0,normal
716,1,716,0.0,normal
717,1,717,0.0,normal
718,1,718,0.0,normal
719,1,719,0.0,normal
720,1,720,0.0,normal
721,1,721,0.0,normal
722,1,722,0.0,normal
723,1,723,0.0,normal
724,1,724,0.0,normal
725,1,725,0.0,normal
726,1,726,0.0,normal
727,1,727,0.0,normal
728,1,728,0.0,normal
729,1,729,0.0,normal
730,1,730,0.0,normal
731,1,731,0.0,normal
732,1,732,0.0,normal
733,1,733,0.0,normal
734,1,734,0.0,normal
735,1,735,0.0,normal
736,1,736,0.0,normal
737,1,737,0.0,normal
738,1,738,0.0,normal
739,1,739,0.0,normal
740,1,740,0.0,normal
741,1,741,0.0,normal
742,1,742,0.0,normal
743,1,743,0.0,normal
744,1,744,0.0,normal
745,1,745,0.0,normal
746,1,746,0.0,normal
747,1,747,0.0,normal
748,1,748,0.0,normal
749,1,749,0.0,normal
750,1,750,0.0,normal
751,1,751,0.0,normal
752,1,752,0.0,normal
753,1,753,0.0,normal
754,1,754,0.0,normal
755,1,755,0.0,normal
756,1,756,0.0,normal
757,1,757,0.0,normal
758,1,758,0.0,normal
759,1,759,0.0,normal
760,1,760,0.0,normal
761,1,761,0.0,normal
762,1,762,0.0,normal
763,1,763,0.0,normal
764,1,764,0.0,normal
765,1,765,0.0,normal
766,1,766,0.0,normal
767,1,767,0.0,normal
768,1,768,0.0,normal
769,1,769,0.0,normal
770,1,770,0.0,normal
771,1,771,0.0,normal
772,1,772,0.0,normal
773,1,773,0.0,normal
774,1,774,0.0,normal
775,1,775,0.0,normal
776,1,776,0.0,normal
777,1,777,0.0,normal
778,1,778,0.0,normal
779,1,779,0.0,normal
780,1,780,0.0,normal
781,1,781,0.0,normal
782,1,782,0.0,normal
783,1,783,0.0,normal
784,1,784,0.0,normal
785,1,785,0.0,normal
786,1,786,0.0,normal
787,1,787,0.0,normal
788,1,788,0.0,normal
789,1,789,0.0,normal
790,1,790,0.0,normal
791,1,791,0.0,normal
792,1,792,0.0,normal
793,1,793,0.0,normal
794,1,794,0.0,normal
795,1,795,0.0,normal
796,1,796,0.0,normal
797,1,797,0.0,normal
798,1,798,0.0,normal
799,1,799,0.0,normal
800,1,800,0.0,normal
801,1,801,0.0,normal
802,1,802,0.0,normal
803,1,803,0.0,normal
804,1,804,0.0,normal
805,1,805,0.0,normal
806,1,806,0.0,normal
807,1,807,0.0,normal
808,1,808,0.0,normal
809,1,809,0.0,normal
810,1,810,0.0,normal
811,1,811,0.0,normal
812,1,812,0.0,normal
813,1,813,0.0,normal
814,1,814,0.0,normal
815,1,815,0.0,normal
816,1,816,0.0,normal
817,1,817,0.0,normal
818,1,818,0.0,normal
819,1,819,0.0,normal
820,1,820,0.0,normal
821,1,821,0.0,normal
822,1,822,0.0,normal
823,1,823,0.0,normal
824,1,824,0.0,normal
825,1,825,0.0,normal
826,1,826,0.0,normal
827,1,827,0.0,normal
828,1,828,0.0,normal
829,1,829,0.0,normal
830,1,830,0.0,normal
831,1,831,0.0,normal
832,1,832,0.0,normal
833,1,833,0.0,normal
834,1,834,0.0,normal
835,1,835,0.0,normal
836,1,836,0.0,normal
837,1,837,0.0,normal
838,1,838,0.0,normal
839,1,839,0.0,normal
840,1,840,0.0,normal
841,1,841,0.0,normal
842,1,842,0.0,normal
843,1,843,0.0,normal
844,1,844,0.0,normal
845,1,845,0.0,normal
846,1,846,0.0,normal
847,1,847,0.0,normal
848,1,848,0.0,normal
849,1,849,0.0,normal
850,1,850,0.0,normal
851,1,851,0.0,normal
852,1,852,0.0,normal
853,1,853,0.0,normal
854,1,854,0.0,normal
855,1,855,0.0,normal
856,1,856,0.0,normal
857,1,857,0.0,normal
858,1,858,0.0,normal
859,1,859,0.0,normal
860,1,860,0.0,normal
861,1,861,0.0,normal
862,1,862,0.0,normal
863,1,863,0.0,normal
864,1,864,0.0,normal
865,1,865,0.0,normal
866,1,866,0.0,normal
867,1,867,0.0,normal
868,1,868,0.0,normal
869,1,869,0.0,normal
870,1,870,0.0,normal
871,1,871,0.0,normal
872,1,872,0.0,normal
873,1,873,0.0,normal
874,1,874,0.0,normal
875,1,875,0.0,normal
876,1,876,0.0,normal
877,1,877,0.0,normal
878,1,878,0.0,normal
879,1,879,0.0,normal
880,1,880,0.0,normal
881,1,881,0.0,normal
882,1,882,0.0,normal
883,1,883,0.0,normal
884,1,884,0.0,normal
885,1,885,0.0,normal
886,1,886,0.0,normal
887,1,887,0.0,normal
888,1,888,0.0,normal
889,1,889,0.0,normal
890,1,890,0.0,normal
891,1,891,0.0,normal
892,1,892,0.0,normal
893,1,893,0.0,normal
894,1,894,0.0,normal
895,1,895,0.0,normal
896,1,896,0.0,normal
897,1,897,0.0,normal
898,1,898,0.0,normal
899,1,899,0.0,normal
900,1,900,0.0,normal
901,1,901,0.0,normal
902,1,902,0.0,normal
903,1,903,0.0,normal
904,1,904,0.0,normal
905,1,905,0.0,normal
906,1,906,0.0,normal
907,1,907,0.0,normal
908,1,908,0.0,normal
909,1,909,0.0,normal
910,1,910,0.0,normal
911,1,911,0.0,normal
912,1,912,0.0,normal
913,1,913,0.0,normal
914,1,914,0.0,normal
915,1,915,0.0,normal
916,1,916,0.0,normal
917,1,917,0.0,normal
918,1,918,0.0,normal
919,1,919,0.0,normal
920,1,920,0.0,normal
921,1,921,0.0,normal
922,1,922,0.0,normal
923,1,923,0.0,normal
924,1,924,0.0,normal
925,1,925,0.0,normal
926,1,926,0.0,normal
927,1,927,0.0,normal
928,1,928,0.0,normal
929,1,929,0.0,normal
930,1,930,0.0,normal
931,1,931,0.0,normal
932,1,932,0.0,normal
933,1,933,0.0,normal
934,1,934,0.0,normal
935,1,935,0.0,normal
936,1,936,0.0,normal
937,1,937,0.0,normal
938,1,938,0.0,normal
939,1,939,0.0,normal
940,1,940,0.0,normal
941,1,941,0.0,normal
942,1,942,0.0,normal
943,1,943,0.0,normal
944,1,944,0.0,normal
945,1,945,0.0,normal
946,1,946,0.0,normal
947,1,947,0.0,normal
948,1,948,0.0,normal
949,1,949,0.0,normal
950,1,950,0.0,normal
951,1,951,0.0,normal
952,1,952,0.0,normal
953,1,953,0.0,normal
954,1,954,0.0,normal
955,1,955,0.0,normal
956,1,956,0.0,normal
957,1,957,0.0,normal
958,1,958,0.0,normal
959,1,959,0.0,normal
960,1,960,0.0,normal
961,1,961,0.0,normal
962,1,962,0.0,normal
963,1,963,0.0,normal
964,1,964,0.0,normal
965,1,965,0.0,normal
966,1,966,0.0,normal
967,1,967,0.0,normal
968,1,968,0.0,normal
969,1,969,0.0,normal
970,1,970,0.0,normal
971,1,971,0.0,normal
972,1,972,0.0,normal
973,1,973,0.0,normal
974,1,974,0.0,normal
975,1,975,0.0,normal
976,1,976,0.0,normal
977,1,977,0.0,normal
978,1,978,0.0,normal
979,1,979,0.0,normal
980,1,980,0.0,normal
981,1,981,0.0,normal
982,1,982,0.0,normal
983,1,983,0.0,normal
984,1,984,0.0,normal
985,1,985,0.0,normal
986,1,986,0.0,normal
987,1,987,0.0,normal
988,1,988,0.0,normal
989,1,989,0.0,normal
990,1,990,0.0,normal
991,1,991,0.0,normal
992,1,992,0.0,normal
993,1,993,0.0,normal
994,1,994,0.0,normal
995,1,995,0.0,normal
996,1,996,0.0,normal
997,1,997,0.0,normal
998,1,998,0.0,normal
999,1,999,0.0,normal
1000,6,0,0.0,normal
1001,6,1,0.0,normal
1002,6,2,0.0,normal
1003,6,3,0.0,normal
1004,6,4,0.0,normal
1005,6,5,0.0,normal
1006,6,6,0.0,normal
1007,6,7,0.0,normal
1008,6,8,0.0,normal
1009,6,9,0.0,normal
1010,6,10,0.0,normal
1011,6,11,0.0,normal
1012,6,12,0.0,normal
1013,6,13,0.0,normal
1014,6,14,0.0,normal
1015,6,15,0.0,normal
1016,6,16,0.0,normal
1017,6,17,0.0,normal
1018,6,18,0.0,normal
1019,6,19,0.0,normal
1020,6,20,0.0,normal
1021,6,21,0.0,normal
1022,6,22,0.0,normal
1023,6,23,0.0,normal
1024,6,24,0.0,normal
1025,6,25,0.0,normal
1026,6,26,0.0,normal
1027,6,27,0.0,normal
1028,6,28,0.0,normal
1029,6,29,0.0,normal
1030,6,30,0.0,normal
1031,6,31,0.0,normal
1032,6,32,0.0,normal
1033,6,33,0.0,normal
1034,6,34,0.0,normal
1035,6,35,0.0,normal
1036,6,36,0.0,normal
1037,6,37,0.0,normal
1038,6,38,0.0,normal
1039,6,39,0.0,normal
1040,6,40,0.0,normal
1041,6,41,0.0,normal
1042,6,42,0.0,normal
1043,6,43,0.0,normal
1044,6,44,0.0,normal
1045,6,45,0.0,normal
1046,6,46,0.0,normal
1047,6,47,0.0,normal
1048,6,48,0.0,normal
1049,6,49,0.0,normal
1050,6,50,0.0,normal
1051,6,51,0.0,normal
1052,6,52,0.0,normal
1053,6,53,0.0,normal
1054,6,54,0.0,normal
1055,6,55,0.0,normal
1056,6,56,0.0,normal
1057,6,57,0.0,normal
1058,6,58,0.0,normal
1059,6,59,0.0,normal
1060,6,60,0.0,normal
1061,6,61,0.0,normal
1062,6,62,0.0,normal
1063,6,63,0.0,normal
1064,6,64,0.0,normal
1065,6,65,0.0,normal
1066,6,66,0.0,normal
